['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
120.0 , 3329.23076923 , 3928.71794872 , 4125.64102564 , 3806.15384615 , 4634.35897436 , 4084.61538462 , 4472.30769231 , 4324.1025641 , 4299.48717949 , 4366.15384615 , 4234.35897436 , 4072.82051282 , 3555.38461538 , 3756.41025641 , 1687.0 , 1668.0 , 3.329 , 0.0 , 0.0 , 0.0 , 0.0 , 

121.0 , 3319.48717949 , 3925.64102564 , 4121.02564103 , 3800.0 , 4638.46153846 , 4076.41025641 , 4472.30769231 , 4316.92307692 , 4286.15384615 , 4355.8974359 , 4228.20512821 , 4071.79487179 , 3540.0 , 3747.69230769 , 1687.0 , 1669.0 , 3.354 , 0.0 , 0.0 , 0.0 , 0.0 , 

122.0 , 3313.33333333 , 3923.07692308 , 4123.07692308 , 3800.51282051 , 4628.71794872 , 4075.38461538 , 4472.30769231 , 4318.46153846 , 4288.20512821 , 4364.61538462 , 4229.74358974 , 4070.76923077 , 3541.53846154 , 3744.1025641 , 1687.0 , 1668.0 , 3.354 , 0.0 , 0.0 , 0.0 , 0.0 , 

123.0 , 3324.61538462 , 3923.58974359 , 4130.25641026 , 3803.58974359 , 4629.23076923 , 4085.12820513 , 4472.30769231 , 4321.02564103 , 4297.94871795 , 4367.17948718 , 4236.92307692 , 4071.79487179 , 3556.92307692 , 3748.20512821 , 1687.0 , 1669.0 , 3.354 , 0.0 , 0.0 , 0.0 , 0.0 , 

124.0 , 3333.33333333 , 3925.64102564 , 4133.84615385 , 3800.51282051 , 4632.30769231 , 4086.15384615 , 4472.30769231 , 4313.84615385 , 4288.20512821 , 4368.20512821 , 4243.58974359 , 4071.79487179 , 3555.8974359 , 3754.87179487 , 1687.0 , 1670.0 , 3.361 , 0.0 , 0.0 , 0.0 , 0.0 , 

125.0 , 3338.46153846 , 3927.17948718 , 4134.87179487 , 3801.02564103 , 4623.07692308 , 4081.02564103 , 4472.30769231 , 4314.87179487 , 4281.53846154 , 4382.05128205 , 4248.71794872 , 4072.30769231 , 3556.41025641 , 3763.07692308 , 1686.0 , 1671.0 , 3.384 , 0.0 , 0.0 , 0.0 , 0.0 , 

126.0 , 3348.20512821 , 3929.23076923 , 4134.87179487 , 3807.17948718 , 4620.51282051 , 4081.53846154 , 4472.30769231 , 4324.61538462 , 4294.35897436 , 4394.35897436 , 4246.15384615 , 4077.94871795 , 3573.33333333 , 3771.79487179 , 1687.0 , 1671.0 , 3.384 , 0.0 , 0.0 , 0.0 , 0.0 , 

127.0 , 3343.07692308 , 3930.25641026 , 4132.82051282 , 3804.61538462 , 4633.33333333 , 4083.07692308 , 4472.30769231 , 4322.05128205 , 4300.51282051 , 4388.20512821 , 4235.8974359 , 4079.48717949 , 3580.51282051 , 3771.28205128 , 1687.0 , 1672.0 , 3.384 , 0.0 , 0.0 , 0.0 , 0.0 , 

128.0 , 3326.15384615 , 3928.20512821 , 4132.82051282 , 3796.41025641 , 4640.0 , 4082.56410256 , 4472.30769231 , 4318.97435897 , 4294.87179487 , 4377.43589744 , 4233.84615385 , 4075.38461538 , 3571.28205128 , 3763.58974359 , 1687.0 , 1672.0 , 3.391 , 0.0 , 0.0 , 0.0 , 0.0 , 

0.0 , 3326.66666667 , 3925.12820513 , 4130.76923077 , 3797.43589744 , 4631.79487179 , 4082.56410256 , 4472.30769231 , 4326.66666667 , 4296.92307692 , 4384.61538462 , 4245.12820513 , 4078.97435897 , 3571.79487179 , 3763.07692308 , 1688.0 , 1673.0 , 3.415 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 3334.35897436 , 3925.64102564 , 4126.15384615 , 3800.51282051 , 4624.61538462 , 4080.51282051 , 4472.30769231 , 4328.20512821 , 4300.0 , 4394.87179487 , 4250.76923077 , 4082.05128205 , 3579.48717949 , 3766.15384615 , 1688.0 , 1670.0 , 3.415 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 3326.66666667 , 3922.05128205 , 4122.56410256 , 3792.82051282 , 4625.12820513 , 4081.53846154 , 4472.30769231 , 4324.61538462 , 4299.48717949 , 4384.1025641 , 4241.02564103 , 4075.38461538 , 3574.35897436 , 3753.33333333 , 1688.0 , 1670.0 , 3.415 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 3321.02564103 , 3918.97435897 , 4122.05128205 , 3790.25641026 , 4634.35897436 , 4083.58974359 , 4472.30769231 , 4329.74358974 , 4302.56410256 , 4373.84615385 , 4237.43589744 , 4070.76923077 , 3567.17948718 , 3740.0 , 1688.0 , 1669.0 , 3.422 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 3328.71794872 , 3924.1025641 , 4126.66666667 , 3797.94871795 , 4632.82051282 , 4078.46153846 , 4472.30769231 , 4336.92307692 , 4304.61538462 , 4384.61538462 , 4245.64102564 , 4077.43589744 , 3570.25641026 , 3753.33333333 , 1688.0 , 1669.0 , 3.446 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 3332.82051282 , 3929.23076923 , 4129.74358974 , 3800.51282051 , 4623.07692308 , 4073.84615385 , 4472.30769231 , 4334.35897436 , 4303.58974359 , 4392.30769231 , 4248.71794872 , 4082.05128205 , 3575.8974359 , 3772.30769231 , 1687.0 , 1670.0 , 3.446 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 3330.25641026 , 3926.15384615 , 4126.66666667 , 3796.92307692 , 4626.66666667 , 4076.41025641 , 4472.30769231 , 4327.69230769 , 4302.05128205 , 4388.71794872 , 4246.15384615 , 4080.51282051 , 3574.87179487 , 3771.79487179 , 1687.0 , 1673.0 , 3.446 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 3331.79487179 , 3924.61538462 , 4128.20512821 , 3797.43589744 , 4628.20512821 , 4076.92307692 , 4472.30769231 , 4324.61538462 , 4300.51282051 , 4391.79487179 , 4246.15384615 , 4077.94871795 , 3577.94871795 , 3766.15384615 , 1687.0 , 1672.0 , 3.454 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 3332.30769231 , 3930.25641026 , 4129.23076923 , 3808.20512821 , 4625.12820513 , 4074.87179487 , 4472.30769231 , 4323.07692308 , 4297.94871795 , 4396.92307692 , 4247.17948718 , 4075.38461538 , 3582.05128205 , 3762.56410256 , 1685.0 , 1672.0 , 3.477 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 3332.30769231 , 3937.94871795 , 4127.17948718 , 3813.33333333 , 4632.30769231 , 4075.8974359 , 4472.30769231 , 4323.07692308 , 4296.92307692 , 4390.76923077 , 4245.12820513 , 4072.82051282 , 3582.05128205 , 3761.02564103 , 1686.0 , 1674.0 , 3.477 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 3340.0 , 3942.05128205 , 4130.76923077 , 3806.15384615 , 4630.76923077 , 4076.92307692 , 4472.30769231 , 4322.56410256 , 4295.8974359 , 4383.58974359 , 4249.23076923 , 4072.30769231 , 3585.12820513 , 3769.74358974 , 1686.0 , 1674.0 , 3.477 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 3341.02564103 , 3942.05128205 , 4131.79487179 , 3802.05128205 , 4617.43589744 , 4075.8974359 , 4472.30769231 , 4320.0 , 4295.8974359 , 4383.58974359 , 4250.25641026 , 4071.28205128 , 3592.82051282 , 3775.8974359 , 1686.0 , 1673.0 , 3.485 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 3332.30769231 , 3941.53846154 , 4123.58974359 , 3807.17948718 , 4621.02564103 , 4075.8974359 , 4472.30769231 , 4318.97435897 , 4298.97435897 , 4378.97435897 , 4239.48717949 , 4066.66666667 , 3586.66666667 , 3765.64102564 , 1687.0 , 1672.0 , 3.506 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 3324.1025641 , 3938.46153846 , 4121.53846154 , 3803.58974359 , 4638.46153846 , 4075.8974359 , 4472.30769231 , 4316.92307692 , 4295.8974359 , 4371.28205128 , 4230.25641026 , 4065.12820513 , 3574.35897436 , 3752.82051282 , 1687.0 , 1673.0 , 3.506 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 3317.43589744 , 3930.76923077 , 4122.56410256 , 3796.41025641 , 4641.53846154 , 4076.41025641 , 4472.30769231 , 4314.35897436 , 4290.76923077 , 4372.82051282 , 4228.20512821 , 4068.20512821 , 3580.0 , 3744.1025641 , 1688.0 , 1671.0 , 3.508 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 3314.35897436 , 3925.12820513 , 4120.51282051 , 3797.94871795 , 4623.58974359 , 4075.8974359 , 4472.30769231 , 4317.94871795 , 4301.02564103 , 4386.15384615 , 4238.97435897 , 4071.28205128 , 3594.35897436 , 3745.12820513 , 1688.0 , 1671.0 , 3.516 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 3316.41025641 , 3925.64102564 , 4123.58974359 , 3795.8974359 , 4610.25641026 , 4072.30769231 , 4472.30769231 , 4317.94871795 , 4304.61538462 , 4388.71794872 , 4250.76923077 , 4072.30769231 , 3594.35897436 , 3752.82051282 , 1689.0 , 1671.0 , 3.541 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 3316.41025641 , 3926.15384615 , 4123.07692308 , 3793.33333333 , 4621.02564103 , 4068.71794872 , 4472.30769231 , 4307.17948718 , 4286.15384615 , 4370.25641026 , 4248.71794872 , 4070.25641026 , 3586.15384615 , 3757.43589744 , 1688.0 , 1671.0 , 3.541 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 3319.48717949 , 3923.58974359 , 4120.0 , 3798.97435897 , 4623.58974359 , 4064.61538462 , 4472.30769231 , 4306.15384615 , 4278.46153846 , 4368.20512821 , 4242.56410256 , 4068.71794872 , 3592.82051282 , 3761.53846154 , 1689.0 , 1671.0 , 3.541 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 3331.28205128 , 3928.20512821 , 4124.61538462 , 3804.61538462 , 4611.79487179 , 4060.51282051 , 4472.30769231 , 4315.8974359 , 4292.30769231 , 4393.84615385 , 4249.23076923 , 4071.28205128 , 3606.15384615 , 3769.74358974 , 1687.0 , 1672.0 , 3.548 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 3334.87179487 , 3936.92307692 , 4126.15384615 , 3803.07692308 , 4622.05128205 , 4061.53846154 , 4472.30769231 , 4318.97435897 , 4297.43589744 , 4398.97435897 , 4251.79487179 , 4073.33333333 , 3605.64102564 , 3770.76923077 , 1687.0 , 1673.0 , 3.573 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 3328.20512821 , 3936.41025641 , 4123.58974359 , 3800.51282051 , 4630.25641026 , 4066.66666667 , 4472.30769231 , 4318.97435897 , 4292.30769231 , 4385.64102564 , 4245.64102564 , 4072.30769231 , 3600.0 , 3765.64102564 , 1687.0 , 1671.0 , 3.573 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 3331.79487179 , 3935.8974359 , 4122.05128205 , 3802.56410256 , 4617.94871795 , 4067.69230769 , 4472.30769231 , 4318.97435897 , 4294.87179487 , 4386.66666667 , 4250.76923077 , 4071.28205128 , 3604.1025641 , 3767.17948718 , 1686.0 , 1673.0 , 3.573 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 3341.53846154 , 3941.53846154 , 4122.56410256 , 3803.07692308 , 4613.33333333 , 4063.07692308 , 4472.30769231 , 4316.92307692 , 4297.43589744 , 4381.02564103 , 4254.35897436 , 4071.79487179 , 3606.66666667 , 3771.79487179 , 1687.0 , 1672.0 , 3.579 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 3338.97435897 , 3937.94871795 , 4123.07692308 , 3798.97435897 , 4615.38461538 , 4056.41025641 , 4472.30769231 , 4317.43589744 , 4296.92307692 , 4374.87179487 , 4248.71794872 , 4071.28205128 , 3597.94871795 , 3770.76923077 , 1687.0 , 1671.0 , 3.602 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 3329.74358974 , 3926.15384615 , 4122.56410256 , 3799.48717949 , 4614.87179487 , 4057.94871795 , 4472.30769231 , 4316.92307692 , 4296.92307692 , 4385.64102564 , 4241.02564103 , 4067.17948718 , 3593.33333333 , 3764.61538462 , 1688.0 , 1670.0 , 3.602 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 3325.12820513 , 3923.07692308 , 4121.53846154 , 3803.58974359 , 4624.61538462 , 4069.74358974 , 4472.30769231 , 4312.30769231 , 4292.82051282 , 4378.97435897 , 4233.84615385 , 4065.64102564 , 3589.23076923 , 3755.38461538 , 1688.0 , 1670.0 , 3.602 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 3324.61538462 , 3924.61538462 , 4120.0 , 3801.02564103 , 4627.69230769 , 4071.79487179 , 4472.30769231 , 4312.82051282 , 4289.74358974 , 4363.58974359 , 4235.8974359 , 4067.69230769 , 3584.61538462 , 3748.20512821 , 1689.0 , 1670.0 , 3.668 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 3329.74358974 , 3925.12820513 , 4120.51282051 , 3798.46153846 , 4613.33333333 , 4064.1025641 , 4472.30769231 , 4318.97435897 , 4295.8974359 , 4382.05128205 , 4247.69230769 , 4069.74358974 , 3595.8974359 , 3756.92307692 , 1688.0 , 1670.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 3333.33333333 , 3933.33333333 , 4123.58974359 , 3801.53846154 , 4614.87179487 , 4065.64102564 , 4472.30769231 , 4321.02564103 , 4300.0 , 4402.05128205 , 4257.43589744 , 4071.28205128 , 3612.30769231 , 3769.74358974 , 1689.0 , 1670.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 3326.66666667 , 3943.58974359 , 4120.51282051 , 3800.0 , 4627.69230769 , 4069.23076923 , 4472.30769231 , 4316.41025641 , 4295.8974359 , 4393.84615385 , 4250.25641026 , 4069.74358974 , 3604.1025641 , 3763.07692308 , 1688.0 , 1669.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 3322.56410256 , 3941.53846154 , 4116.41025641 , 3796.41025641 , 4620.0 , 4066.15384615 , 4472.30769231 , 4313.33333333 , 4293.84615385 , 4387.17948718 , 4237.43589744 , 4067.69230769 , 3586.15384615 , 3751.28205128 , 1688.0 , 1670.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 3329.74358974 , 3931.79487179 , 4118.46153846 , 3801.02564103 , 4609.74358974 , 4064.1025641 , 4472.30769231 , 4314.87179487 , 4293.84615385 , 4386.15384615 , 4238.97435897 , 4066.15384615 , 3587.17948718 , 3754.35897436 , 1687.0 , 1670.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 3330.76923077 , 3928.20512821 , 4121.02564103 , 3803.07692308 , 4614.35897436 , 4066.66666667 , 4472.30769231 , 4318.97435897 , 4288.20512821 , 4376.41025641 , 4249.23076923 , 4064.61538462 , 3594.87179487 , 3757.43589744 , 1686.0 , 1671.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 3321.02564103 , 3929.74358974 , 4117.94871795 , 3796.41025641 , 4617.43589744 , 4067.69230769 , 4472.30769231 , 4320.0 , 4287.17948718 , 4369.74358974 , 4240.51282051 , 4062.05128205 , 3590.76923077 , 3748.20512821 , 1687.0 , 1669.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 3314.35897436 , 3928.71794872 , 4111.79487179 , 3788.71794872 , 4615.8974359 , 4065.12820513 , 4472.30769231 , 4317.43589744 , 4291.79487179 , 4369.74358974 , 4225.12820513 , 4060.0 , 3580.0 , 3739.48717949 , 1685.0 , 1670.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 3315.8974359 , 3927.69230769 , 4107.17948718 , 3787.17948718 , 4616.92307692 , 4060.51282051 , 4472.30769231 , 4318.46153846 , 4293.84615385 , 4367.17948718 , 4230.25641026 , 4055.8974359 , 3571.28205128 , 3736.92307692 , 1686.0 , 1669.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 3314.87179487 , 3928.20512821 , 4106.66666667 , 3792.30769231 , 4618.46153846 , 4063.07692308 , 4472.30769231 , 4321.02564103 , 4292.30769231 , 4366.15384615 , 4230.25641026 , 4051.79487179 , 3569.74358974 , 3734.35897436 , 1685.0 , 1669.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 3313.33333333 , 3927.69230769 , 4109.23076923 , 3796.41025641 , 4617.43589744 , 4067.17948718 , 4472.30769231 , 4317.94871795 , 4289.23076923 , 4371.79487179 , 4219.48717949 , 4053.33333333 , 3581.02564103 , 3737.94871795 , 1685.0 , 1669.0 , 3.697 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 3323.58974359 , 3932.82051282 , 4112.30769231 , 3804.1025641 , 4614.87179487 , 4066.15384615 , 4472.30769231 , 4315.8974359 , 4288.71794872 , 4380.0 , 4227.69230769 , 4061.02564103 , 3601.02564103 , 3749.23076923 , 1685.0 , 1670.0 , 3.727 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 3332.82051282 , 3941.02564103 , 4117.43589744 , 3814.35897436 , 4614.87179487 , 4065.64102564 , 4472.30769231 , 4316.92307692 , 4286.15384615 , 4375.38461538 , 4240.51282051 , 4063.58974359 , 3607.69230769 , 3749.74358974 , 1687.0 , 1671.0 , 3.727 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 3325.12820513 , 3940.51282051 , 4118.97435897 , 3809.74358974 , 4618.46153846 , 4068.20512821 , 4472.30769231 , 4314.35897436 , 4281.53846154 , 4364.1025641 , 4234.35897436 , 4058.46153846 , 3594.87179487 , 3737.43589744 , 1686.0 , 1672.0 , 3.727 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 3320.51282051 , 3938.97435897 , 4116.41025641 , 3800.0 , 4617.94871795 , 4069.23076923 , 4472.30769231 , 4310.76923077 , 4282.56410256 , 4370.76923077 , 4226.66666667 , 4058.46153846 , 3591.79487179 , 3739.48717949 , 1686.0 , 1674.0 , 3.727 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 3328.71794872 , 3942.56410256 , 4117.43589744 , 3801.53846154 , 4612.82051282 , 4066.66666667 , 4472.30769231 , 4312.30769231 , 4286.66666667 , 4383.07692308 , 4234.87179487 , 4063.58974359 , 3605.64102564 , 3751.28205128 , 1687.0 , 1673.0 , 3.757 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 3330.76923077 , 3946.15384615 , 4120.51282051 , 3806.15384615 , 4612.82051282 , 4065.64102564 , 4472.30769231 , 4313.33333333 , 4285.12820513 , 4373.33333333 , 4238.97435897 , 4064.61538462 , 3605.12820513 , 3751.28205128 , 1686.0 , 1674.0 , 3.757 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 3320.51282051 , 3945.12820513 , 4120.0 , 3800.51282051 , 4616.41025641 , 4071.79487179 , 4472.30769231 , 4311.28205128 , 4283.58974359 , 4355.38461538 , 4224.61538462 , 4060.51282051 , 3588.71794872 , 3738.46153846 , 1686.0 , 1672.0 , 3.757 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 3314.35897436 , 3943.07692308 , 4119.48717949 , 3797.43589744 , 4617.43589744 , 4078.46153846 , 4472.30769231 , 4312.82051282 , 4288.20512821 , 4355.8974359 , 4214.87179487 , 4055.8974359 , 3585.12820513 , 3731.28205128 , 1685.0 , 1671.0 , 3.759 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 3316.41025641 , 3942.56410256 , 4122.56410256 , 3798.97435897 , 4615.38461538 , 4080.51282051 , 4472.30769231 , 4317.94871795 , 4291.79487179 , 4361.02564103 , 4224.61538462 , 4056.41025641 , 3598.97435897 , 3741.02564103 , 1686.0 , 1671.0 , 3.787 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 3317.94871795 , 3944.1025641 , 4123.07692308 , 3798.97435897 , 4613.84615385 , 4085.12820513 , 4472.30769231 , 4320.0 , 4291.28205128 , 4357.94871795 , 4236.41025641 , 4060.51282051 , 3605.64102564 , 3754.87179487 , 1685.0 , 1670.0 , 3.787 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 3315.38461538 , 3949.23076923 , 4121.53846154 , 3800.0 , 4615.8974359 , 4092.82051282 , 4472.30769231 , 4315.8974359 , 4286.66666667 , 4356.41025641 , 4237.43589744 , 4062.56410256 , 3601.53846154 , 3753.84615385 , 1686.0 , 1671.0 , 3.787 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 3314.35897436 , 3950.25641026 , 4120.51282051 , 3800.51282051 , 4614.87179487 , 4093.84615385 , 4472.30769231 , 4311.28205128 , 4282.05128205 , 4351.28205128 , 4229.74358974 , 4061.02564103 , 3601.02564103 , 3745.12820513 , 1687.0 , 1671.0 , 3.79 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 3316.41025641 , 3945.64102564 , 4118.97435897 , 3800.51282051 , 4617.94871795 , 4095.8974359 , 4472.30769231 , 4311.28205128 , 4281.53846154 , 4347.69230769 , 4217.43589744 , 4056.92307692 , 3606.15384615 , 3742.56410256 , 1688.0 , 1671.0 , 3.82 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 3313.84615385 , 3947.69230769 , 4117.43589744 , 3800.0 , 4626.66666667 , 4096.41025641 , 4472.30769231 , 4310.76923077 , 4282.05128205 , 4346.15384615 , 4214.87179487 , 4054.87179487 , 3604.61538462 , 3745.12820513 , 1688.0 , 1670.0 , 3.82 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 3317.43589744 , 3954.87179487 , 4117.94871795 , 3800.0 , 4623.07692308 , 4086.66666667 , 4472.30769231 , 4309.74358974 , 4280.0 , 4341.53846154 , 4224.61538462 , 4059.48717949 , 3604.1025641 , 3748.71794872 , 1688.0 , 1672.0 , 3.82 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 3329.23076923 , 3959.48717949 , 4121.02564103 , 3801.53846154 , 4613.33333333 , 4081.02564103 , 4472.30769231 , 4311.28205128 , 4280.0 , 4346.66666667 , 4233.33333333 , 4063.07692308 , 3614.87179487 , 3757.43589744 , 1688.0 , 1672.0 , 3.822 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 3334.35897436 , 3964.61538462 , 4121.53846154 , 3801.53846154 , 4613.33333333 , 4085.64102564 , 4472.30769231 , 4312.82051282 , 4286.66666667 , 4363.07692308 , 4237.94871795 , 4064.1025641 , 3624.61538462 , 3767.69230769 , 1688.0 , 1673.0 , 3.849 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 3332.30769231 , 3971.28205128 , 4119.48717949 , 3802.56410256 , 4614.87179487 , 4085.64102564 , 4472.30769231 , 4312.30769231 , 4287.69230769 , 4369.74358974 , 4238.97435897 , 4065.64102564 , 3623.07692308 , 3770.25641026 , 1688.0 , 1673.0 , 3.849 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 3332.82051282 , 3970.76923077 , 4118.97435897 , 3809.74358974 , 4610.25641026 , 4080.51282051 , 4472.30769231 , 4310.76923077 , 4282.05128205 , 4367.17948718 , 4236.41025641 , 4062.56410256 , 3621.53846154 , 3766.15384615 , 1687.0 , 1674.0 , 3.849 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 3330.76923077 , 3964.61538462 , 4120.0 , 3812.30769231 , 4606.15384615 , 4078.97435897 , 4472.30769231 , 4311.28205128 , 4282.56410256 , 4366.66666667 , 4235.8974359 , 4060.0 , 3620.51282051 , 3760.0 , 1686.0 , 1675.0 , 3.853 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 3327.17948718 , 3957.94871795 , 4121.53846154 , 3803.07692308 , 4600.51282051 , 4077.94871795 , 4472.30769231 , 4312.82051282 , 4285.64102564 , 4360.0 , 4235.8974359 , 4065.12820513 , 3608.71794872 , 3754.87179487 , 1685.0 , 1674.0 , 3.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 3331.28205128 , 3960.51282051 , 4121.02564103 , 3800.0 , 4596.41025641 , 4075.38461538 , 4472.30769231 , 4311.79487179 , 4282.56410256 , 4354.35897436 , 4235.8974359 , 4070.76923077 , 3606.15384615 , 3760.0 , 1684.0 , 1673.0 , 3.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

61.0 , 3334.35897436 , 3967.17948718 , 4120.0 , 3805.12820513 , 4598.97435897 , 4074.87179487 , 4472.30769231 , 4311.79487179 , 4280.51282051 , 4356.92307692 , 4236.41025641 , 4066.66666667 , 3621.53846154 , 3769.23076923 , 1685.0 , 1673.0 , 3.877 , 0.0 , 0.0 , 0.0 , 0.0 , 

62.0 , 3329.23076923 , 3961.02564103 , 4119.48717949 , 3801.02564103 , 4605.64102564 , 4075.8974359 , 4472.30769231 , 4314.87179487 , 4284.1025641 , 4356.92307692 , 4234.87179487 , 4062.05128205 , 3622.56410256 , 3766.15384615 , 1685.0 , 1672.0 , 3.886 , 0.0 , 0.0 , 0.0 , 0.0 , 

63.0 , 3326.66666667 , 3955.38461538 , 4117.94871795 , 3797.43589744 , 4616.41025641 , 4075.8974359 , 4472.30769231 , 4313.84615385 , 4283.58974359 , 4356.41025641 , 4233.84615385 , 4062.05128205 , 3610.76923077 , 3757.94871795 , 1685.0 , 1674.0 , 3.908 , 0.0 , 0.0 , 0.0 , 0.0 , 

64.0 , 3329.23076923 , 3966.66666667 , 4118.97435897 , 3806.15384615 , 4620.51282051 , 4074.35897436 , 4472.30769231 , 4309.74358974 , 4280.51282051 , 4356.41025641 , 4232.30769231 , 4061.53846154 , 3613.33333333 , 3757.94871795 , 1688.0 , 1671.0 , 3.908 , 0.0 , 0.0 , 0.0 , 0.0 , 

65.0 , 3331.79487179 , 3977.43589744 , 4122.56410256 , 3815.8974359 , 4605.12820513 , 4073.84615385 , 4472.30769231 , 4309.74358974 , 4280.51282051 , 4355.38461538 , 4235.38461538 , 4061.53846154 , 3622.56410256 , 3764.61538462 , 1687.0 , 1673.0 , 3.908 , 0.0 , 0.0 , 0.0 , 0.0 , 

66.0 , 3332.82051282 , 3975.8974359 , 4123.07692308 , 3817.43589744 , 4593.84615385 , 4071.28205128 , 4472.30769231 , 4312.30769231 , 4281.02564103 , 4353.33333333 , 4244.61538462 , 4063.07692308 , 3625.64102564 , 3767.17948718 , 1689.0 , 1674.0 , 3.916 , 0.0 , 0.0 , 0.0 , 0.0 , 

67.0 , 3332.30769231 , 3971.28205128 , 4120.51282051 , 3814.87179487 , 4610.76923077 , 4068.71794872 , 4472.30769231 , 4310.25641026 , 4281.02564103 , 4347.17948718 , 4247.17948718 , 4063.58974359 , 3623.07692308 , 3763.07692308 , 1689.0 , 1673.0 , 3.938 , 0.0 , 0.0 , 0.0 , 0.0 , 

68.0 , 3336.92307692 , 3971.28205128 , 4121.53846154 , 3814.35897436 , 4619.48717949 , 4070.76923077 , 4472.30769231 , 4309.23076923 , 4278.97435897 , 4349.74358974 , 4242.56410256 , 4067.17948718 , 3620.51282051 , 3767.17948718 , 1689.0 , 1674.0 , 3.938 , 0.0 , 0.0 , 0.0 , 0.0 , 

