['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
95.0 , 3377.94871795 , 4137.43589744 , 4098.46153846 , 3903.07692308 , 4632.82051282 , 4052.82051282 , 4473.33333333 , 4296.41025641 , 4276.41025641 , 4378.46153846 , 4264.61538462 , 4061.02564103 , 3763.58974359 , 3769.23076923 , 1683.0 , 1672.0 , 5.158 , 0.0 , 0.0 , 0.0 , 0.0 , 

96.0 , 3378.97435897 , 4137.94871795 , 4093.33333333 , 3909.23076923 , 4622.05128205 , 4046.66666667 , 4473.84615385 , 4295.38461538 , 4267.69230769 , 4370.25641026 , 4261.53846154 , 4061.02564103 , 3757.43589744 , 3768.71794872 , 1685.0 , 1672.0 , 5.158 , 0.0 , 0.0 , 0.0 , 0.0 , 

97.0 , 3377.94871795 , 4127.17948718 , 4090.25641026 , 3900.0 , 4626.15384615 , 4045.64102564 , 4473.84615385 , 4288.71794872 , 4261.53846154 , 4354.87179487 , 4247.17948718 , 4060.0 , 3744.61538462 , 3762.05128205 , 1684.0 , 1672.0 , 5.166 , 0.0 , 0.0 , 0.0 , 0.0 , 

98.0 , 3373.84615385 , 4120.0 , 4090.76923077 , 3888.20512821 , 4630.76923077 , 4049.74358974 , 4473.84615385 , 4280.0 , 4263.58974359 , 4361.02564103 , 4243.58974359 , 4058.97435897 , 3744.1025641 , 3754.35897436 , 1685.0 , 1673.0 , 5.187 , 0.0 , 0.0 , 0.0 , 0.0 , 

99.0 , 3373.33333333 , 4123.07692308 , 4091.28205128 , 3892.82051282 , 4623.07692308 , 4051.28205128 , 4473.84615385 , 4286.15384615 , 4265.64102564 , 4371.28205128 , 4258.97435897 , 4061.53846154 , 3753.84615385 , 3761.53846154 , 1685.0 , 1671.0 , 5.187 , 0.0 , 0.0 , 0.0 , 0.0 , 

100.0 , 3376.92307692 , 4122.05128205 , 4092.30769231 , 3897.43589744 , 4622.05128205 , 4050.76923077 , 4472.82051282 , 4297.94871795 , 4268.20512821 , 4360.51282051 , 4265.12820513 , 4062.56410256 , 3754.87179487 , 3771.28205128 , 1685.0 , 1672.0 , 5.191 , 0.0 , 0.0 , 0.0 , 0.0 , 

101.0 , 3378.46153846 , 4121.02564103 , 4094.35897436 , 3890.76923077 , 4624.61538462 , 4050.25641026 , 4471.28205128 , 4295.8974359 , 4273.33333333 , 4354.87179487 , 4262.05128205 , 4065.64102564 , 3755.38461538 , 3771.28205128 , 1687.0 , 1669.0 , 5.197 , 0.0 , 0.0 , 0.0 , 0.0 , 

102.0 , 3378.46153846 , 4128.71794872 , 4095.8974359 , 3893.84615385 , 4615.38461538 , 4051.79487179 , 4471.79487179 , 4295.8974359 , 4278.46153846 , 4366.66666667 , 4266.15384615 , 4071.28205128 , 3761.02564103 , 3769.23076923 , 1685.0 , 1670.0 , 5.221 , 0.0 , 0.0 , 0.0 , 0.0 , 

103.0 , 3378.97435897 , 4136.41025641 , 4097.94871795 , 3905.64102564 , 4609.74358974 , 4057.43589744 , 4472.82051282 , 4302.05128205 , 4282.56410256 , 4371.28205128 , 4267.69230769 , 4069.74358974 , 3760.0 , 3772.82051282 , 1687.0 , 1669.0 , 5.221 , 0.0 , 0.0 , 0.0 , 0.0 , 

104.0 , 3384.61538462 , 4147.69230769 , 4100.0 , 3906.15384615 , 4624.1025641 , 4065.12820513 , 4473.33333333 , 4298.46153846 , 4272.30769231 , 4365.64102564 , 4263.07692308 , 4068.20512821 , 3763.07692308 , 3783.07692308 , 1686.0 , 1669.0 , 5.221 , 0.0 , 0.0 , 0.0 , 0.0 , 

105.0 , 3387.69230769 , 4152.82051282 , 4101.53846154 , 3895.8974359 , 4631.79487179 , 4069.23076923 , 4472.82051282 , 4293.33333333 , 4265.64102564 , 4365.12820513 , 4265.64102564 , 4072.82051282 , 3773.33333333 , 3785.12820513 , 1686.0 , 1671.0 , 5.229 , 0.0 , 0.0 , 0.0 , 0.0 , 

106.0 , 3380.0 , 4141.02564103 , 4103.58974359 , 3890.25641026 , 4621.02564103 , 4072.30769231 , 4472.82051282 , 4295.8974359 , 4273.84615385 , 4364.61538462 , 4271.79487179 , 4072.82051282 , 3764.61538462 , 3770.76923077 , 1687.0 , 1671.0 , 5.249 , 0.0 , 0.0 , 0.0 , 0.0 , 

107.0 , 3373.84615385 , 4132.82051282 , 4106.15384615 , 3892.82051282 , 4618.97435897 , 4076.92307692 , 4473.33333333 , 4294.35897436 , 4276.92307692 , 4357.43589744 , 4265.64102564 , 4067.17948718 , 3743.58974359 , 3764.1025641 , 1687.0 , 1671.0 , 5.249 , 0.0 , 0.0 , 0.0 , 0.0 , 

108.0 , 3376.41025641 , 4137.94871795 , 4106.66666667 , 3891.28205128 , 4630.25641026 , 4076.41025641 , 4472.82051282 , 4284.1025641 , 4266.66666667 , 4348.20512821 , 4254.87179487 , 4062.56410256 , 3736.92307692 , 3771.28205128 , 1687.0 , 1669.0 , 5.252 , 0.0 , 0.0 , 0.0 , 0.0 , 

109.0 , 3376.41025641 , 4138.97435897 , 4104.61538462 , 3888.71794872 , 4634.87179487 , 4072.30769231 , 4472.82051282 , 4278.97435897 , 4260.0 , 4342.05128205 , 4253.33333333 , 4061.53846154 , 3736.92307692 , 3765.64102564 , 1688.0 , 1671.0 , 5.26 , 0.0 , 0.0 , 0.0 , 0.0 , 

110.0 , 3375.38461538 , 4134.35897436 , 4107.69230769 , 3891.79487179 , 4625.64102564 , 4071.79487179 , 4472.82051282 , 4289.74358974 , 4271.79487179 , 4347.69230769 , 4258.97435897 , 4065.64102564 , 3738.46153846 , 3759.48717949 , 1687.0 , 1669.0 , 5.281 , 0.0 , 0.0 , 0.0 , 0.0 , 

111.0 , 3381.53846154 , 4141.02564103 , 4115.8974359 , 3894.87179487 , 4624.1025641 , 4076.41025641 , 4472.82051282 , 4300.0 , 4281.53846154 , 4362.05128205 , 4267.69230769 , 4069.74358974 , 3753.84615385 , 3773.84615385 , 1687.0 , 1671.0 , 5.281 , 0.0 , 0.0 , 0.0 , 0.0 , 

112.0 , 3386.15384615 , 4153.84615385 , 4121.02564103 , 3893.84615385 , 4628.71794872 , 4082.05128205 , 4472.82051282 , 4288.71794872 , 4273.84615385 , 4365.12820513 , 4278.46153846 , 4071.28205128 , 3772.82051282 , 3789.23076923 , 1688.0 , 1671.0 , 5.283 , 0.0 , 0.0 , 0.0 , 0.0 , 

113.0 , 3386.66666667 , 4158.97435897 , 4118.97435897 , 3893.84615385 , 4622.56410256 , 4081.53846154 , 4472.82051282 , 4277.43589744 , 4262.56410256 , 4358.46153846 , 4281.02564103 , 4073.84615385 , 3772.82051282 , 3786.66666667 , 1686.0 , 1672.0 , 5.291 , 0.0 , 0.0 , 0.0 , 0.0 , 

114.0 , 3389.74358974 , 4154.87179487 , 4115.8974359 , 3896.92307692 , 4613.84615385 , 4074.35897436 , 4472.82051282 , 4281.53846154 , 4264.61538462 , 4356.92307692 , 4277.43589744 , 4073.84615385 , 3766.15384615 , 3781.53846154 , 1687.0 , 1672.0 , 5.316 , 0.0 , 0.0 , 0.0 , 0.0 , 

115.0 , 3390.25641026 , 4158.97435897 , 4116.92307692 , 3896.41025641 , 4617.43589744 , 4072.30769231 , 4472.82051282 , 4284.1025641 , 4268.20512821 , 4356.41025641 , 4277.43589744 , 4071.28205128 , 3769.23076923 , 3783.07692308 , 1687.0 , 1672.0 , 5.316 , 0.0 , 0.0 , 0.0 , 0.0 , 

116.0 , 3393.84615385 , 4170.76923077 , 4115.8974359 , 3900.51282051 , 4621.53846154 , 4075.38461538 , 4472.82051282 , 4282.56410256 , 4264.61538462 , 4359.48717949 , 4279.48717949 , 4071.79487179 , 3772.30769231 , 3786.66666667 , 1687.0 , 1672.0 , 5.316 , 0.0 , 0.0 , 0.0 , 0.0 , 

117.0 , 3400.51282051 , 4172.30769231 , 4114.87179487 , 3910.76923077 , 4613.33333333 , 4074.87179487 , 4472.82051282 , 4289.23076923 , 4269.23076923 , 4364.1025641 , 4282.05128205 , 4073.84615385 , 3768.20512821 , 3789.74358974 , 1687.0 , 1672.0 , 5.323 , 0.0 , 0.0 , 0.0 , 0.0 , 

118.0 , 3395.38461538 , 4163.58974359 , 4112.82051282 , 3903.07692308 , 4622.05128205 , 4075.38461538 , 4472.82051282 , 4296.41025641 , 4273.84615385 , 4360.0 , 4276.92307692 , 4069.74358974 , 3768.71794872 , 3787.69230769 , 1688.0 , 1671.0 , 5.344 , 0.0 , 0.0 , 0.0 , 0.0 , 

119.0 , 3385.64102564 , 4163.07692308 , 4109.74358974 , 3893.33333333 , 4647.69230769 , 4078.97435897 , 4472.82051282 , 4294.35897436 , 4268.71794872 , 4352.30769231 , 4269.74358974 , 4068.71794872 , 3779.48717949 , 3783.58974359 , 1688.0 , 1670.0 , 5.344 , 0.0 , 0.0 , 0.0 , 0.0 , 

120.0 , 3391.28205128 , 4169.23076923 , 4114.35897436 , 3908.20512821 , 4646.15384615 , 4074.87179487 , 4472.82051282 , 4290.76923077 , 4265.12820513 , 4356.92307692 , 4276.41025641 , 4073.84615385 , 3784.61538462 , 3786.15384615 , 1688.0 , 1670.0 , 5.346 , 0.0 , 0.0 , 0.0 , 0.0 , 

121.0 , 3396.92307692 , 4166.66666667 , 4115.8974359 , 3912.30769231 , 4627.69230769 , 4069.23076923 , 4472.82051282 , 4291.79487179 , 4267.17948718 , 4358.97435897 , 4280.0 , 4074.87179487 , 3772.82051282 , 3788.20512821 , 1689.0 , 1670.0 , 5.354 , 0.0 , 0.0 , 0.0 , 0.0 , 

122.0 , 3389.23076923 , 4163.07692308 , 4111.28205128 , 3895.8974359 , 4626.15384615 , 4069.23076923 , 4472.82051282 , 4295.38461538 , 4269.23076923 , 4351.28205128 , 4273.33333333 , 4072.30769231 , 3764.61538462 , 3784.1025641 , 1689.0 , 1671.0 , 5.378 , 0.0 , 0.0 , 0.0 , 0.0 , 

123.0 , 3386.66666667 , 4165.12820513 , 4108.20512821 , 3898.97435897 , 4627.69230769 , 4069.23076923 , 4472.82051282 , 4289.74358974 , 4265.64102564 , 4353.33333333 , 4274.35897436 , 4074.87179487 , 3779.48717949 , 3785.12820513 , 1689.0 , 1671.0 , 5.378 , 0.0 , 0.0 , 0.0 , 0.0 , 

124.0 , 3395.38461538 , 4169.23076923 , 4111.28205128 , 3913.33333333 , 4618.46153846 , 4064.1025641 , 4472.82051282 , 4281.53846154 , 4264.1025641 , 4366.15384615 , 4283.07692308 , 4079.48717949 , 3797.43589744 , 3796.41025641 , 1687.0 , 1672.0 , 5.378 , 0.0 , 0.0 , 0.0 , 0.0 , 

125.0 , 3403.07692308 , 4176.41025641 , 4112.82051282 , 3913.33333333 , 4613.33333333 , 4062.05128205 , 4472.82051282 , 4285.12820513 , 4265.64102564 , 4369.74358974 , 4284.1025641 , 4081.02564103 , 3796.92307692 , 3802.05128205 , 1689.0 , 1672.0 , 5.386 , 0.0 , 0.0 , 0.0 , 0.0 , 

126.0 , 3402.56410256 , 4178.97435897 , 4111.28205128 , 3909.23076923 , 4618.97435897 , 4065.12820513 , 4472.82051282 , 4287.17948718 , 4267.17948718 , 4360.51282051 , 4281.53846154 , 4081.53846154 , 3787.17948718 , 3794.87179487 , 1687.0 , 1671.0 , 5.41 , 0.0 , 0.0 , 0.0 , 0.0 , 

127.0 , 3396.41025641 , 4171.79487179 , 4108.71794872 , 3909.23076923 , 4628.20512821 , 4066.15384615 , 4472.82051282 , 4281.53846154 , 4266.66666667 , 4352.82051282 , 4281.53846154 , 4079.48717949 , 3783.58974359 , 3786.66666667 , 1687.0 , 1672.0 , 5.41 , 0.0 , 0.0 , 0.0 , 0.0 , 

128.0 , 3392.30769231 , 4165.64102564 , 4105.64102564 , 3907.17948718 , 4631.79487179 , 4062.56410256 , 4472.82051282 , 4281.02564103 , 4265.64102564 , 4355.8974359 , 4282.05128205 , 4075.38461538 , 3784.1025641 , 3787.17948718 , 1687.0 , 1669.0 , 5.41 , 0.0 , 0.0 , 0.0 , 0.0 , 

0.0 , 3396.41025641 , 4166.15384615 , 4108.71794872 , 3909.23076923 , 4629.74358974 , 4060.0 , 4472.82051282 , 4283.07692308 , 4269.23076923 , 4361.53846154 , 4280.0 , 4075.38461538 , 3785.12820513 , 3786.15384615 , 1687.0 , 1669.0 , 5.417 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 3399.48717949 , 4164.61538462 , 4108.71794872 , 3911.79487179 , 4633.84615385 , 4063.07692308 , 4472.82051282 , 4283.07692308 , 4269.74358974 , 4358.46153846 , 4276.41025641 , 4076.41025641 , 3784.1025641 , 3782.56410256 , 1687.0 , 1668.0 , 5.442 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 3397.43589744 , 4168.71794872 , 4105.12820513 , 3910.25641026 , 4645.64102564 , 4068.71794872 , 4472.82051282 , 4288.20512821 , 4266.66666667 , 4357.43589744 , 4276.92307692 , 4076.92307692 , 3782.56410256 , 3789.74358974 , 1688.0 , 1670.0 , 5.442 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 3400.51282051 , 4172.30769231 , 4105.64102564 , 3917.94871795 , 4648.71794872 , 4067.17948718 , 4472.82051282 , 4289.23076923 , 4267.69230769 , 4364.61538462 , 4278.46153846 , 4078.46153846 , 3790.76923077 , 3801.02564103 , 1689.0 , 1670.0 , 5.442 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 3408.71794872 , 4169.23076923 , 4105.12820513 , 3927.17948718 , 4637.94871795 , 4064.1025641 , 4472.82051282 , 4282.05128205 , 4268.71794872 , 4367.17948718 , 4276.41025641 , 4080.0 , 3800.51282051 , 3802.56410256 , 1688.0 , 1672.0 , 5.449 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 3410.76923077 , 4174.87179487 , 4103.58974359 , 3925.64102564 , 4629.23076923 , 4060.0 , 4472.82051282 , 4280.51282051 , 4265.64102564 , 4367.17948718 , 4284.1025641 , 4082.05128205 , 3798.46153846 , 3800.0 , 1689.0 , 1671.0 , 5.472 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 3407.69230769 , 4180.51282051 , 4106.15384615 , 3923.07692308 , 4629.74358974 , 4054.87179487 , 4472.82051282 , 4282.05128205 , 4265.12820513 , 4367.69230769 , 4292.30769231 , 4084.1025641 , 3798.97435897 , 3801.02564103 , 1687.0 , 1671.0 , 5.472 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 3403.07692308 , 4177.94871795 , 4103.58974359 , 3926.15384615 , 4627.17948718 , 4053.33333333 , 4472.82051282 , 4280.51282051 , 4266.66666667 , 4361.53846154 , 4286.66666667 , 4081.53846154 , 3802.05128205 , 3800.51282051 , 1689.0 , 1670.0 , 5.472 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 3395.38461538 , 4179.48717949 , 4094.87179487 , 3920.51282051 , 4622.05128205 , 4058.46153846 , 4472.82051282 , 4278.97435897 , 4265.12820513 , 4357.43589744 , 4276.92307692 , 4075.38461538 , 3794.87179487 , 3797.43589744 , 1687.0 , 1670.0 , 5.48 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 3392.82051282 , 4186.15384615 , 4096.92307692 , 3910.76923077 , 4629.23076923 , 4060.51282051 , 4472.82051282 , 4279.48717949 , 4265.64102564 , 4365.64102564 , 4276.92307692 , 4072.30769231 , 3787.17948718 , 3797.94871795 , 1687.0 , 1671.0 , 5.5 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 3399.48717949 , 4188.20512821 , 4105.64102564 , 3913.33333333 , 4639.48717949 , 4057.94871795 , 4472.82051282 , 4280.51282051 , 4268.20512821 , 4372.30769231 , 4281.02564103 , 4075.38461538 , 3791.28205128 , 3800.0 , 1687.0 , 1669.0 , 5.5 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 3401.53846154 , 4187.17948718 , 4103.07692308 , 3915.38461538 , 4638.46153846 , 4058.46153846 , 4472.82051282 , 4281.53846154 , 4267.69230769 , 4368.20512821 , 4282.05128205 , 4080.0 , 3791.28205128 , 3798.46153846 , 1687.0 , 1669.0 , 5.503 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 3391.79487179 , 4187.17948718 , 4096.41025641 , 3911.79487179 , 4643.07692308 , 4062.05128205 , 4472.82051282 , 4281.53846154 , 4267.17948718 , 4358.46153846 , 4277.43589744 , 4074.87179487 , 3776.92307692 , 3786.15384615 , 1687.0 , 1668.0 , 5.511 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 3386.15384615 , 4185.12820513 , 4097.43589744 , 3917.43589744 , 4650.76923077 , 4062.56410256 , 4472.82051282 , 4279.48717949 , 4266.66666667 , 4347.69230769 , 4273.33333333 , 4068.20512821 , 3769.23076923 , 3775.38461538 , 1688.0 , 1669.0 , 5.532 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 3392.30769231 , 4184.61538462 , 4099.48717949 , 3926.15384615 , 4641.53846154 , 4062.05128205 , 4472.82051282 , 4278.97435897 , 4265.64102564 , 4346.66666667 , 4277.43589744 , 4072.82051282 , 3778.97435897 , 3780.0 , 1688.0 , 1670.0 , 5.532 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 3397.43589744 , 4185.12820513 , 4097.94871795 , 3926.15384615 , 4630.76923077 , 4059.48717949 , 4472.82051282 , 4278.97435897 , 4264.61538462 , 4351.28205128 , 4282.05128205 , 4076.41025641 , 3793.33333333 , 3786.66666667 , 1688.0 , 1671.0 , 5.535 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 3395.8974359 , 4184.61538462 , 4097.94871795 , 3922.56410256 , 4637.94871795 , 4061.02564103 , 4472.82051282 , 4276.41025641 , 4266.66666667 , 4348.71794872 , 4277.94871795 , 4070.25641026 , 3795.8974359 , 3784.1025641 , 1688.0 , 1671.0 , 5.543 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 3395.38461538 , 4186.15384615 , 4100.0 , 3924.1025641 , 4645.12820513 , 4062.56410256 , 4472.82051282 , 4275.38461538 , 4266.66666667 , 4350.25641026 , 4277.94871795 , 4067.17948718 , 3792.82051282 , 3781.53846154 , 1687.0 , 1671.0 , 5.567 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 3397.43589744 , 4188.20512821 , 4101.02564103 , 3925.12820513 , 4637.43589744 , 4056.92307692 , 4472.82051282 , 4281.02564103 , 4265.64102564 , 4360.0 , 4280.51282051 , 4074.35897436 , 3791.79487179 , 3785.64102564 , 1687.0 , 1669.0 , 5.567 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 3393.33333333 , 4182.05128205 , 4098.46153846 , 3917.43589744 , 4629.74358974 , 4054.35897436 , 4472.82051282 , 4283.07692308 , 4265.64102564 , 4361.02564103 , 4275.38461538 , 4076.41025641 , 3788.71794872 , 3786.15384615 , 1687.0 , 1669.0 , 5.567 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 3385.12820513 , 4171.28205128 , 4092.30769231 , 3910.76923077 , 4629.74358974 , 4061.02564103 , 4472.82051282 , 4276.92307692 , 4263.07692308 , 4344.61538462 , 4262.56410256 , 4067.69230769 , 3781.53846154 , 3774.87179487 , 1687.0 , 1668.0 , 5.574 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 3385.64102564 , 4173.84615385 , 4091.28205128 , 3918.46153846 , 4630.25641026 , 4061.53846154 , 4472.82051282 , 4282.05128205 , 4272.30769231 , 4336.92307692 , 4260.0 , 4067.69230769 , 3781.02564103 , 3770.76923077 , 1688.0 , 1668.0 , 5.597 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 3393.84615385 , 4185.64102564 , 4095.8974359 , 3929.74358974 , 4633.33333333 , 4056.92307692 , 4472.82051282 , 4293.84615385 , 4282.05128205 , 4349.23076923 , 4275.8974359 , 4076.41025641 , 3793.84615385 , 3783.07692308 , 1688.0 , 1668.0 , 5.597 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 3395.8974359 , 4186.15384615 , 4094.87179487 , 3930.25641026 , 4645.12820513 , 4067.17948718 , 4472.82051282 , 4281.53846154 , 4270.76923077 , 4349.74358974 , 4282.56410256 , 4073.84615385 , 3795.38461538 , 3784.61538462 , 1688.0 , 1670.0 , 5.597 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 3388.71794872 , 4179.48717949 , 4090.76923077 , 3926.66666667 , 4654.87179487 , 4074.35897436 , 4472.82051282 , 4263.07692308 , 4257.43589744 , 4336.41025641 , 4272.82051282 , 4064.61538462 , 3786.15384615 , 3770.76923077 , 1690.0 , 1670.0 , 5.605 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 3391.28205128 , 4181.53846154 , 4093.84615385 , 3924.61538462 , 4646.66666667 , 4057.43589744 , 4472.82051282 , 4272.82051282 , 4263.58974359 , 4337.94871795 , 4272.82051282 , 4068.20512821 , 3792.30769231 , 3773.33333333 , 1688.0 , 1671.0 , 5.629 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 3401.53846154 , 4186.66666667 , 4096.92307692 , 3924.1025641 , 4635.38461538 , 4045.64102564 , 4472.82051282 , 4286.15384615 , 4269.23076923 , 4345.12820513 , 4283.07692308 , 4073.33333333 , 3804.1025641 , 3786.15384615 , 1690.0 , 1671.0 , 5.629 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 3399.48717949 , 4185.64102564 , 4092.82051282 , 3925.12820513 , 4638.97435897 , 4054.87179487 , 4472.82051282 , 4280.51282051 , 4263.58974359 , 4340.51282051 , 4278.97435897 , 4068.20512821 , 3801.53846154 , 3785.12820513 , 1689.0 , 1670.0 , 5.629 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 3389.74358974 , 4182.05128205 , 4090.25641026 , 3917.43589744 , 4641.53846154 , 4059.48717949 , 4472.82051282 , 4279.48717949 , 4265.64102564 , 4338.97435897 , 4267.69230769 , 4064.61538462 , 3796.41025641 , 3780.0 , 1689.0 , 1672.0 , 5.636 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 3386.66666667 , 4180.51282051 , 4090.76923077 , 3906.66666667 , 4634.87179487 , 4051.28205128 , 4472.82051282 , 4285.64102564 , 4268.71794872 , 4337.43589744 , 4264.1025641 , 4065.64102564 , 3794.35897436 , 3774.35897436 , 1689.0 , 1670.0 , 5.66 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 3391.79487179 , 4181.53846154 , 4089.74358974 , 3913.33333333 , 4629.74358974 , 4050.76923077 , 4472.82051282 , 4280.0 , 4265.64102564 , 4326.66666667 , 4261.02564103 , 4063.58974359 , 3786.66666667 , 3767.69230769 , 1688.0 , 1671.0 , 5.66 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 3399.48717949 , 4182.56410256 , 4095.38461538 , 3925.12820513 , 4629.74358974 , 4055.38461538 , 4472.82051282 , 4282.56410256 , 4271.79487179 , 4334.35897436 , 4268.71794872 , 4067.69230769 , 3791.79487179 , 3782.56410256 , 1689.0 , 1670.0 , 5.66 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 3402.05128205 , 4184.1025641 , 4099.48717949 , 3924.1025641 , 4639.48717949 , 4053.84615385 , 4472.82051282 , 4297.43589744 , 4283.58974359 , 4357.94871795 , 4282.56410256 , 4074.87179487 , 3811.28205128 , 3800.0 , 1688.0 , 1671.0 , 5.668 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 3398.97435897 , 4184.61538462 , 4093.84615385 , 3921.02564103 , 4649.74358974 , 4049.74358974 , 4472.82051282 , 4292.82051282 , 4277.43589744 , 4358.46153846 , 4283.07692308 , 4072.82051282 , 3814.35897436 , 3789.23076923 , 1688.0 , 1672.0 , 5.692 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 3404.61538462 , 4186.66666667 , 4093.33333333 , 3926.66666667 , 4644.61538462 , 4049.74358974 , 4472.82051282 , 4277.43589744 , 4262.05128205 , 4344.1025641 , 4277.94871795 , 4070.76923077 , 3805.64102564 , 3786.66666667 , 1687.0 , 1673.0 , 5.692 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 3406.15384615 , 4192.82051282 , 4097.43589744 , 3930.76923077 , 4645.64102564 , 4055.38461538 , 4472.82051282 , 4277.43589744 , 4260.51282051 , 4341.02564103 , 4276.92307692 , 4071.79487179 , 3807.69230769 , 3800.51282051 , 1688.0 , 1673.0 , 5.692 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 3396.41025641 , 4198.46153846 , 4093.84615385 , 3929.74358974 , 4659.48717949 , 4061.02564103 , 4472.82051282 , 4283.07692308 , 4266.15384615 , 4343.07692308 , 4279.48717949 , 4070.25641026 , 3815.8974359 , 3797.94871795 , 1685.0 , 1674.0 , 5.699 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 3399.48717949 , 4205.64102564 , 4093.33333333 , 3932.82051282 , 4659.48717949 , 4058.97435897 , 4472.82051282 , 4281.02564103 , 4267.69230769 , 4348.20512821 , 4287.17948718 , 4071.28205128 , 3820.0 , 3791.28205128 , 1687.0 , 1675.0 , 5.719 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 3411.28205128 , 4213.33333333 , 4096.92307692 , 3940.51282051 , 4645.12820513 , 4055.8974359 , 4472.82051282 , 4281.02564103 , 4270.25641026 , 4358.46153846 , 4294.87179487 , 4072.82051282 , 3822.56410256 , 3800.0 , 1686.0 , 1673.0 , 5.719 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 3410.25641026 , 4216.41025641 , 4094.87179487 , 3940.0 , 4642.56410256 , 4059.48717949 , 4472.82051282 , 4284.1025641 , 4276.41025641 , 4360.51282051 , 4295.38461538 , 4072.30769231 , 3822.56410256 , 3804.61538462 , 1686.0 , 1672.0 , 5.722 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 3408.71794872 , 4218.97435897 , 4094.87179487 , 3940.0 , 4658.97435897 , 4063.07692308 , 4472.82051282 , 4281.02564103 , 4276.41025641 , 4353.84615385 , 4292.82051282 , 4068.71794872 , 3821.02564103 , 3802.56410256 , 1687.0 , 1669.0 , 5.73 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 3406.66666667 , 4215.38461538 , 4094.87179487 , 3941.02564103 , 4677.43589744 , 4066.66666667 , 4472.82051282 , 4281.02564103 , 4274.87179487 , 4348.20512821 , 4285.12820513 , 4068.20512821 , 3814.35897436 , 3792.82051282 , 1685.0 , 1670.0 , 5.754 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 3398.46153846 , 4205.12820513 , 4090.76923077 , 3933.84615385 , 4671.28205128 , 4068.20512821 , 4472.82051282 , 4288.71794872 , 4283.07692308 , 4348.20512821 , 4277.43589744 , 4068.20512821 , 3803.58974359 , 3775.8974359 , 1686.0 , 1670.0 , 5.754 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 3397.43589744 , 4206.15384615 , 4090.25641026 , 3929.74358974 , 4657.94871795 , 4063.58974359 , 4472.82051282 , 4287.17948718 , 4281.02564103 , 4354.35897436 , 4277.94871795 , 4065.64102564 , 3803.58974359 , 3775.8974359 , 1686.0 , 1670.0 , 5.754 , 0.0 , 0.0 , 0.0 , 0.0 , 

